Source,Date,sentence1,Category,label
Prothom Alo,2018-08-02 00:00:00,ভোদাই কায়েসের দৌড় সেই ১৫ থেকে ২০ এর মধ্যেই।।,batting,negative
Prothom Alo,2018-02-08 00:00:00,"বাংলাদেশের হেড কোচ হিসেবে চাই গেরী কার্স্টেন,",team management,positive
Prothom Alo,19/3/2015," বস,আপনার মত আমরাও তাকিয়ে শুধু দেখলাম।",other,neutral
BBC Bangla,2018-11-01 00:00:00,বাংলাদেশ ও নড়বড়ে অবস্থা।,team,negative
Prothom Alo,2018-06-02 00:00:00,সত্যি বলতে আফগানিস্তান ক্রিকেট আমাদের ক্রিকেট এর চেয়েও অনেক দ্রুত এগিয়ে যাচ্ছে।,team,negative
Prothom Alo,25/1/2018,তামিম খেললে বেশ...না খেললে সব শেষ। আজ তার জলন্ত প্রমাণ। ,batting,negative
Prothom Alo,2018-02-08 00:00:00,বরং পরাজয়ের ব্যবধান টা যাতে কম হয় সেদিকে লক্ষ্য রাখা উচিত!,other,negative
Prothom Alo,2018-10-02 00:00:00,"টেস্ট হারবে আর বলবে পিচে সমস্যা,এইটা হইছে,ঐ টা হইছে,,,,,,টেস্টে হারার জন্য সবগুলারে জরিমানা করা দরকার।",team,negative
Prothom Alo,2018-11-02 00:00:00,দেখ পোলাপাইনরা হাতুড়িরে আর খেপাইস না নাইলে কিন্তু টি20 হারমু,other,negative
Prothom Alo,2018-11-02 00:00:00,"নান্নু সাহেব একজন গন্ড মুর্খ অগ্রপশ্চাৎ বিবেচনা না করে কিভাবে দল নির্বাচন করে,,,",team management,negative
Prothom Alo,2018-02-08 00:00:00,"ওদের টেলএন্ডার রা ব্যাটিং পারে।দ্বিতীয়ত,অসম্ভব না।",batting,positive
Prothom Alo,2012-04-02 00:00:00,বিশেষজ্ঞ স্পিন কোচ থাকার পরও কেন ঘরের মাঠের উইকেটে জায়গা খুঁজে পাবেন না স্পিনাররা?,bowling,negative
BBC Bangla,2018-08-02 00:00:00,স্পিনারের সামনে নই রাজ্জাকের সামনে ধরাশায়ী র্রীলংকা,team,positive
Prothom Alo,2018-09-02 00:00:00,শ্রীলঙ্কা জিতছে ১০০%,team,positive
Prothom Alo,2018-04-02 00:00:00, উইকেটে মুৃমিনুলই সেরা!!,batting,positive
Prothom Alo,2018-08-02 00:00:00, বিশ্ব ক্রিকেটে বাংলাদেশ এখন নিজেদের অবস্থান শক্ত করার জন্য উদগ্রীব।,team,positive
Prothom Alo,2018-04-02 00:00:00, একটা ভালো খেলোয়ার দশ বারো ইনিংসে চেনা যায়না তাইলে সাব্বির অনেক আগে বাত যাওয়ার কথা??,batting,positive
Prothom Alo,2018-08-02 00:00:00,"সাব্বির,সৌম্য,ইমরুল দের মতো অফ-ফর্মার দের কিছুদিন বাদ দেয়া হোক । শুভ কামনা !",team,negative
Prothom Alo,2018-07-02 00:00:00,অনেকেই বলে বিরাট কোহলি নাকি শুধু ঘরের মাঠেই ১০০ মারতে পারে বাইরের মাঠিতে নাকি পারেনা তাই দেখিয়ে দিচ্ছে সবাইকে ,other,negative
Prothom Alo,2018-11-02 00:00:00,এদের খেলা দেখা বরযন করতে ছাল নাই কুততা বাগা বাগা নাম,other,negative
Prothom Alo,2018-09-01 00:00:00," শুধু ক্রিকেট নয়, আমাদের কর্মক্ষেত্রেও প্রফেশনালিজম একদম সহ্য করতে পারি না আমরা বাংলাদেশিরা। ",other,negative
Prothom Alo,2018-12-02 00:00:00,এই খালেদ আহমেদ কি ফরেইন কোন খেলোয়াড় ? নাকি সালমান এফ রহমানের কেউ? ,team management,negative
Prothom Alo,2018-08-02 00:00:00,"শ্রীলংকাকে ২২২ রানে অল আউট করার পর, মুখে চওড়া একখান হাসিছিল",team,positive
Prothom Alo,2018-07-02 00:00:00,হাশিম আমলার আন্তর্জাতিক ৫৪ সেঞ্চুরীকে ছাড়িয়ে বিরাট ৫৫ আন্তর্জাতিক শতকের মালিক হলেন।,batting,neutral
Prothom Alo,2018-08-02 00:00:00,স্কোয়াড ভাল হয় নাই,team,negative
Prothom Alo,2018-10-02 00:00:00,মেডামের বদ দুয়া লাগসিলো লিজেন্ডদের উপ্রে,other,negative
Prothom Alo,2018-11-02 00:00:00,রংপুর এর প্রতি এত দয়া কেন বিপিল কাউছিলার দের?,team,negative
Prothom Alo,2018-07-02 00:00:00,"ম্যাক্সওয়েলের মত পোতিভাবান ক্রিক্রেটার অষ্ট্রেলিয়া দলে কেও নেই তাকে নিয়মিত ওয়ানডে দলে রাখা উচিত।,",batting,positive
BBC Bangla,29/1/2018,শুধু স্পিন দিয়ে প্রতিপক্ষ কে ঘায়েল করার সট্র্যটেজি বনধ হওয়া দরকার | ,bowling,negative
Prothom Alo,2018-10-02 00:00:00," বুকাছুদা সাব্বির,,,বালের প্লেয়ার সাব্বির,আবাল এক টা প্লেয়ার সাব্বির",other,negative
Prothom Alo,2018-10-02 00:00:00,জাতীয় দলে আসলে ওর মত আবাল বোলারকে প্যান্ট খুলে পেটায় সব ব্যাটসম্যানরা।,bowling,negative
Prothom Alo,2018-10-02 00:00:00,টেস্ট থেকে বাংলাদেশ কে বাদ দিয়া আবগান বাহিনি কে জায়গা করে দেয়া হোক,other,negative
Prothom Alo,2018-09-02 00:00:00,মনে হয় না বাংলাদেশ এই রান টপকাতে পারবে! তবুও শুভ কামনা।.,team,positive
Prothom Alo,2018-02-08 00:00:00, বাংলাদেশ এই ম্যাচে রেজাল্ট চাইছে রেজাল্ট পাবে তো প্রব্লেম কি,team,negative
Prothom Alo,14/10/2017,"যদিও আমার বাড়ি ঢাকায়, কিন্তু আমি ম্যাশের ভক্ত।",other,positive
Prothom Alo,2018-08-02 00:00:00,৪ বছর পর আন্তর্জাতিক ক্রিকেটে সুযোগ পেয়েই আঃ রাজ্জাকের ঘুর্ণিতে কুপোকাত শ্রীলংকান ওপেনার ব্যাটসম্যান।,batting,positive
Prothom Alo,2018-04-02 00:00:00,"ভারতে যদি ভিরাট থাকো,তাহলে বাংলায় মিমি।",team,positive
Prothom Alo,2018-02-08 00:00:00,সবচেয়ে বড় বিষয় ওরা ওদের দেশকে অনেক ভালবাসে।,team,positive
Prothom Alo,2018-09-02 00:00:00,"মিরাজ বয়সে ইম্ম্যাচিউর,খেলায় ইম্ম্যাচিউর,কথাবার্তাও ইম্মতাচিউর।অল্প বয়সে জাতীয় দলে আসলে যা হয় আর কি!এভাবেই আমরা প্রতিভাগুলাকে নষ্ট করি।",bowling,negative
Prothom Alo,2018-10-02 00:00:00,সাকিব মিসিং,batting,neutral
Prothom Alo,2018-09-02 00:00:00,"যে টিমে পাপুন,সুজুন, নুন্নু ভাইদের মতোন লোক অাছে সে দলে কোচের দরকার নাই!",team management,negative
Prothom Alo,2018-04-02 00:00:00, ইজ্জত রক্ষা হইছে ___যাইহোক অসংখ্য ধন্যবাদ মমিনুল কে,batting,positive
BBC Bangla,25/1/2018,জাতীয় ক্রিকেট দলের জন্য বিশাল কোন বিষয় না। কিন্তু পরিকল্পনা / সিদ্ধান্ত গ্রহনে ভুলের জন্য মাএ ৮২ রানে অলআাউট হওয়াটা কষ্ট দিচ্ছে ...... !!!,team,negative
Prothom Alo,2018-10-02 00:00:00,"খেলোয়াড়দের কথা বাদ দিলাম। বোর্ড, কোচ, নির্বাচক রা কি করছে",team management,negative
Prothom Alo,2018-10-02 00:00:00,সাব্বির কি? টেস্টের পিলার। পাগল,batting,negative
Prothom Alo,2018-07-02 00:00:00,নির্বাচকরা এটা কেমন স্কয়ার্ড সাজালো আমি বুঝিনা।,other,negative
Prothom Alo,2018-08-02 00:00:00, রাজ্জাকের মত খেলোয়ার বাংলাদেশ দলে অল টাইম দরকার,bowling,positive
Prothom Alo,2018-10-02 00:00:00,"তিপক্ষের সামনে দাঁড়াতেই পারেনি,সেখানে বাজির কথা বলাটাই তো বাহুল্য!,",other,negative
Prothom Alo,2018-10-02 00:00:00,সে টেস্টকে T20 এর প্রস্তুতি হিসেবে মনে করে।,team management,negative
Prothom Alo,2018-10-02 00:00:00,"এখন বাংলাদেশের ক্রিকেটকে বাচিয়ে রাখতে হলে..পাপন কাক্কু,খালেদ মাহমুদ সুজন, সহ যারা নির্বাচক কমিটিতে আছেন তাদেরকেই ব্যাট -বল হাতে মাঠে নামতে হবে",team management,negative
Prothom Alo,2018-10-02 00:00:00,চাব্বির ওরফে ম্যাও একদিন নিশ্চই ৫০০ রানের ইনিংস খেলবে।,batting,negative
Prothom Alo,2018-11-02 00:00:00,"৪ওভারে ৮০রান,আর ব্যাটিং এ নেমে ৩ওভার খেয়ে ডাগ মেরে বিশ্ব রেকর্ড করবেন বচ মাশরাফি",team,negative
Prothom Alo,2018-11-02 00:00:00,বিপিএল গভর্নিং কাউন্সিল কেন খেলা চলাকালীন সময় নিয়ম পরিবর্তন করেছে? সব কি মগের মুল্লক?,team management,negative
Prothom Alo,2018-10-02 00:00:00,কারণ পীরবাবা যে তোদের মত বলদদের ফুঁ দিয়া মন্ত্র পইড়া বশ করে রাখছে,other,negative
Prothom Alo,2018-04-02 00:00:00,বাংলার ভিভিএস লক্ষ্মণ।,team,positive
Prothom Alo,2018-02-09 00:00:00, যে কোন দলই একা ফিকসিং হয় না সাথে অন্য দলও থাকে,team,negative
BBC Bangla,30/1/2018,অধিনায়ক হিসেবে তার নৈপুণ্যতা রয়েছে।সুতরাং মাহমুদুল্লাহকে অধিনায়কত্ব দেওয়া যেতে পারে।,team,positive
Prothom Alo,2018-10-02 00:00:00,"কায়েস, লিটন দুনিয়ার সবচেয়ে আচোদা প্লেয়ার।",batting,negative
Prothom Alo,2018-10-02 00:00:00,"ক্রিকেট টাকে রাজনীতি মুক্ত করতে হবে, তা হলে ভালো ফল পাওয়া যাবে!",other,neutral
Prothom Alo,2018-05-02 00:00:00,ভারতীয় বোলারদের বোলিংয়ে পাকিস্তানি ব্যাটসম্যানরা ছিল নিতান্তই অসহায়,batting,negative
Prothom Alo,2018-11-02 00:00:00,ধন্যবাদ কুমিল্লার টিম ম্যানেজমেন্টকে মেনে নেওয়ার জন্য ।,team management,positive
Prothom Alo,2018-11-02 00:00:00,"আমার মনে হয় তার পাখা গজায়ছে।
",other,negative
Prothom Alo,2018-10-02 00:00:00,"জোরে বলুন ম্যাঁও!
",other,negative
BBC Bangla,2018-08-02 00:00:00,রাজ্জাক তুমি তোমার সেরাটা প্রমাণ করে দাও। ,bowling,positive
Prothom Alo,2018-09-02 00:00:00, ভাই মাহমুদউল্লাহ একটা লেজেন্ড,batting,positive
Prothom Alo,2018-08-02 00:00:00,ব্যাটিং এ খেই হারিয়ে ফেলেছে।এ কারনেই ব্যাটিং ধস।,team,negative
Prothom Alo,2018-09-02 00:00:00,মেহেদী মিরাজকে দিয়ে কিছু একটা আশা করা যেতে পারে.,bowling,negative
Prothom Alo,2018-04-02 00:00:00,মুমিনুল হক কে ওয়ানডে দলে নিয়মিত দেখতে চাই।,team,negative
Prothom Alo,2018-08-02 00:00:00,বাংলাদেশ যদি জিতে নেংটায় ঘুরবো রাস্তায়!,team,negative
BBC Bangla,2018-08-02 00:00:00,আরে বুড়া মানুষ কামের না।ওরে দলে রাখছে ক্যান??,other,negative
Prothom Alo,2018-02-08 00:00:00,দর্শক পেটানো আর বল পেটানো অনেক পর্থক্য বুঝলি আবাল ছাব্বি,other,negative
BBC Bangla,2018-08-02 00:00:00,রাজ্জাক ভায়ের জন্য রইল শুভ কামনা।,bowling,positive
Prothom Alo,2018-10-02 00:00:00," নির্বাচক এর মেয়েকে মনে হয় সাব্বির এর কাছে বিয়ে দিবে, সে জন্যই তাকে দলে নেওয়া হয়েছে",team management,negative
Prothom Alo,13/12/2017,বাজেটের সমস্যা,other,negative
Prothom Alo,2018-10-02 00:00:00,তোর মতো যারা আছে বিতর্কিত কমেন্ট করে মানুষের মাঝে ঝগরা তৈয়রি করে.! তাদেরকে চাপাতি দিয়ে কুপিয়ে হত্যা করতে হয় তাহলেই দেশে শান্তি আসবে এর আগে নয়..!,other,negative
Prothom Alo,2018-08-02 00:00:00, আজ ম্যাচে তাকে পেয়ে আমরা আনন্দিত,bowling,negative
Prothom Alo,2018-08-02 00:00:00,"আমাদের খেলোয়ার, দর্শক, সমর্থক এবং মিডিয়া এখনো অপরিপক্ক",other,negative
Prothom Alo,2018-11-02 00:00:00,"ইয়াসির,,,তোর বাবা মাশরাফি টি ২০ খেলার কোনো যোগ্যতাই নাই বুঝলি।",other,negative
Prothom Alo,2018-10-02 00:00:00,বর্তমানে আফগানস্থানের কাছেওও পারবেনা,team,negative
BBC Bangla,2018-11-01 00:00:00,যারা ৩ডিপার্টমেন্টে ভাল খেলবে তারা।,other,neutral
BBC Bangla,2018-11-01 00:00:00,"অনেকেই বাংলাদেশকে ফেভারিট বলছেন কিন্তু মনে রাখবেন, সাফল্যের মূল শর্ত হলো পিচ",team,negative
Prothom Alo,2018-08-02 00:00:00," শ্রীলংকাকে ২২২ রানে অল আউট করার পর, মুখে চওড়া একখান হাসিছিল।",batting,positive
Prothom Alo,2018-07-02 00:00:00,হাতরুর সিংহ একটি বেয়াদব মানুষ,other,negative
Prothom Alo,2018-08-02 00:00:00,ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।,batting,negative
BBC Bangla,27/1/2018,"প্রথমটি হচ্ছে, কোচ অত:পর সাকিব,সাকিব আর সাকিবরে দলে রাখা",team,positive
Prothom Alo,2018-09-02 00:00:00,৩১২ রানের লিড ইতিমধ্যে হয়ে গেছে ।,batting,negative
Prothom Alo,2018-08-02 00:00:00,বুঝে নেন বাংলাদেশকে নিয়ে বিশ্বাস ঠিক কোন জায়গাটায় ,team,negative
Prothom Alo,2012-08-04 00:00:00,আফতাব ভাইকে অনেক মিস করি?,other,positive
Prothom Alo,2018-10-02 00:00:00,"মমিনুল সেঞ্চুরি করছে এবং বাংলাদেশ হারছে, এরকম ঘটনা এখন পর্যন্ত ঘটে নাই।",batting,positive
Prothom Alo,2018-10-02 00:00:00,বাজি লাগেন বাংলাদেশ নিজের মাটিতে আফগানিস্তানের সাথে টেস্টে ৯০ ওভারে ২ বার অল আউট হবে,other,negative
Prothom Alo,2018-10-02 00:00:00,এইডা পাপন আর সুজন কাকারে জিগান?,team management,negative
Prothom Alo,2018-06-02 00:00:00,সাকিব ছাড়া সেটা হয়তো সম্ভব না।,bowling,negative
Prothom Alo,2018-10-02 00:00:00, লেংটাদেশের ক্রিকেট খেলার কোন যোগ্যতা নাই এদের চেয়ে আফগানিস্তান টিম অনেক উন্নতি করেছে,team,negative
Prothom Alo,2018-08-02 00:00:00,সাকিব আসলে সুযোগ আসবেনা,bowling,positive
Prothom Alo,2018-10-02 00:00:00,সায়মা রহমান মনে হয় পীরবাবার কোন এক সাপোর্টারের কাছে মাইর খাইছিলি তাই পীর বাবার উপর তোর এত রাগ।,other,negative
Prothom Alo,2018-10-02 00:00:00,"সবাই কে বলছি,এখন আর আমাদের ক্রিকেট নিয়ে কোন কমেন্ট করার দরকার নে",team,negative
Prothom Alo,2018-02-08 00:00:00,তাই ঝুঁকি নেয়। তাদের তো কোচই লাগেনা,other,negative
Prothom Alo,2018-10-02 00:00:00,"জনাব নিলয়, নাফিস ও সায়েম রহমানকে বাংলাদেশের ২য় ইনিংসে নামিয়ে দেয়ার জন্য আহবান জানাচ্ছি।।",other,negative
Prothom Alo,2018-02-08 00:00:00,সাব্ব‌িরক‌ে না ন‌িয়ে সাইফউদ্দীনক‌ে ন‌িলে ভাল হত। প‌েস ব‌োলিং এ কাজ‌ে লাগান য‌েত। ,team,negative
Prothom Alo,2018-08-02 00:00:00,রাজ্জাক আমার খুব প্রিয় বোলার।,bowling,positive
Prothom Alo,2018-07-02 00:00:00, যে ভোদাই মমিনুল রে নিয়া হাথুরুকে প্রশ্ন করছে সে একটা খাটি চোদনা,other,negative
Prothom Alo,2018-11-02 00:00:00,পীরবাবার মুরিদরা বাবার নুনুর পানি খেয়ে পবিত্র হয়ে নিন!,other,negative
Prothom Alo,13/12/2017,বিদেশী ৫ জন এক ম্যাচে ঠিকই আছে।,other,neutral
Prothom Alo,2018-08-02 00:00:00,মতামত রাজ্জাক দিছে উনার বোলিং এর মাধ্যমে,bowling,neutral
Prothom Alo,2012-04-02 00:00:00,"আশা করি বুঝবে অথবা তাকে রিমুভ করে,অন্যকে ইনক্লুড করো",other,negative
BBC Bangla,2018-11-01 00:00:00,বাংলাদেশ তিন নাম্বার হবে।কারন আবার নেগেটিপ খেলোয়াড়ে দল ভরছে।,team,negative
Prothom Alo,2018-08-02 00:00:00,অভিনন্দন রাজ্জাক,bowling,positive
BBC Bangla,2018-08-02 00:00:00," মুমিনুলের পর, রাজের রাজসিক প্রত্যাবর্তন।",bowling,positive
Prothom Alo,2018-10-02 00:00:00,"কুত্তারা,,এসব আবাল দের বাদ দিয়ে নিউ পাইবলাইন এর ক্রিকেটার দের সুযোগ দেওয়া উচিত",other,negative
BBC Bangla,25/1/2018,"সাকিব,তামিম র্নিভরতা কমাতে হবে, নতুন সাকিব, তামিম খুজে বের করতে হবে,বিজয় কে এতো সুযোগ দেওয়া ঠিক হয়নি",team,negative
Prothom Alo,2018-08-02 00:00:00, বিরাট কোহলির ফেনরা লাইক বটম দাবান।,batting,neutral
Prothom Alo,2018-08-02 00:00:00,অসাধারণ বোলিং,bowling,positive
Prothom Alo,2018-07-02 00:00:00,বাংলাদেশ কোন কোচের ওপর নির্ভর করে খেলেনা খেলে নিজেদের যোগ্যতা ও শ্রম দিয়ে,team management,neutral
Prothom Alo,2018-08-02 00:00:00,একই পিচে শ্রীলংকানরা রান করেছে আমরা পারিনি এটা হলো আসল কথা! ,team,negative
Prothom Alo,2018-08-02 00:00:00, জিতলে বাংলাদেশ বাংলাদেশ হারলেই ছাগল ভালই শিখছেন।,team,negative
Prothom Alo,2018-12-02 00:00:00,বরিশাল বুলসের সাবেক তারকা ক্রিস গেইলের তাণ্ডবে বিশাল সংগ্রহ রংপুর রাইডার্সের।,batting,positive
Prothom Alo,2018-11-02 00:00:00,"তাই তো বলি- এই সাব্বির কেন ""গোল্লা"" ছাড়া বুঝেনা।",other,negative
Prothom Alo,23/1/2018,বয়স্ক বুড়া আবাল মাশ্রাফি আউট ০ রানে ?,batting,negative
Prothom Alo,2018-05-02 00:00:00,পাকিস্তান মানেই হাস্যকর নিউজ আর দর্শকদের এক বস্তা বিনোদন।,team,negative
Prothom Alo,2018-02-08 00:00:00," উইকেটের যে অবস্থা,এখানে ২০০ রান চেজ করাও সো টাফ! ",batting,neutral
BBC Bangla,2018-08-02 00:00:00,হেরাথ বোলিং এর আগেই ৪ উইকেট নাই!! ফেব্রুয়ারি মাস লিটন এর মাস দেখা যাক কি হয় ,bowling,negative
Prothom Alo,2018-04-02 00:00:00, দেশের প্রতিটি প্লেয়ার কে নষ্ট করার মূল কয়ান মিডিয়া। ,other,negative
Prothom Alo,23/1/2018, হায় আগের ফর্ম যেন না হ্য়।,other,negative
Prothom Alo,2018-08-02 00:00:00,আজও কোহলির ৭৫ রানের জ্বলমলে ইনিংস।,batting,positive
Prothom Alo,19/1/2018,ভালোবাসি দেশ এবং ক্রিকেটকে,team,positive
Prothom Alo,2018-06-02 00:00:00,"জাতীয় দলের বাহিরে দূর্দান্ত সৌম্য, তাহলে সৌম্য জাতীয় দলের বাহিরেই থাকুক",team,negative
Prothom Alo,2018-02-08 00:00:00,"আর এটা আমি চ্যালেন্জ করছি,কার সাব্বির ভালো খেলবে,,দেখে নিবেন.শুভ কামনা রইলো,!",batting,positive
Prothom Alo,2018-10-02 00:00:00,মোসাদ্দেক কে বাদ দিয়ে সাব্বির বিড়াল কে কেনো দলে আনা হলো।,batting,negative
BBC Bangla,25/1/2018," যেদিন দেখলাম বাংলদেশের ক্রিকেট খেলোয়ারা বলতে শুরুকরল অামাদের প্রধান কোচ প্রধান মন্ত্রী, সেদিন বুঝতে পারলাম এরা খেলা খেলার জায়গায় না রেখে চাটুকারিতায় লিপ্ত হয়ে পড়েছে",team,negative
BBC Bangla,2018-08-02 00:00:00,ধর্যের ফল যে সবসময় মিষ্টি হয় তার প্রমাণ হল রাজ্জাক ভাই।,bowling,negative
Prothom Alo,2018-11-02 00:00:00,অনিয়ম যতই ভালো হউক না কেন সেটাকে অনিয়মই বলা উচিত ।,other,positive
BBC Bangla,30/1/2018, যে যাই বলুক কোচ চন্ডিকা হাথুরুসিংহের গুরুত্ব কিন্তু অনেক বেশী।তা আমরা এই জয়টা খেলার ফলাফলে বুঝতে পেরেছি হাড়েহাড়ে একদম।,team management,negative
Prothom Alo,2018-08-02 00:00:00,হারজিত থাকবে তাই বলে নিয়মিত জেতা ম্যাচ হারাটা কীসের পরিচয় দেয় জানেন? ,other,negative
Prothom Alo,2018-11-02 00:00:00,তোমারা আমাকে একটা পীরবাবা মাশরা ফি দাও আমি তোমাদের ১০০ টা মুরিদ দেব ----বানীতে স্যার ডন ব্যাডম্যান,other,negative
Prothom Alo,2018-09-02 00:00:00,ভুলে ভরা বিডি ঐিকেট টিম !,other,negative
Prothom Alo,2018-07-02 00:00:00,শ্রীলংকার এমন মরা দলের সাথে দেশের মাটিতে জিততে পারলো না,team,negative
Prothom Alo,2018-04-02 00:00:00,"বাংলাদেশ হারবে বাংলাদেশ হারবে"" বলে যারা লাফালাফি করছিলেন তারা আজকে কোথায়?",team,negative
Prothom Alo,2018-08-02 00:00:00,তারপরেও শুভকামনা রইল টাইগারদের প্রতি।,team,positive
Prothom Alo,2018-10-02 00:00:00,না পারবেনা,other,negative
BBC Bangla,29/1/2018, কমপক্ষে ৮ জন বেট্সমেন লাগবে।,team,neutral
Prothom Alo,2018-10-02 00:00:00,ইন্ডিয়া জিতবে! মোমেন্টাম ওদের সাথেই আছে?,team,positive
Prothom Alo,23/1/2018,ব্যাটিং রাজা বাংলার গেইল (এনামুল) আজকে ও গোল্ডেন ডাক দিছে!!,batting,negative
Prothom Alo,2018-10-02 00:00:00,"হার্দিক পান্ডিয়ার মত ধুমধারাক্কা অলরাউন্ডার দের জন্ম বাংলাদেশে অহরহ কিন্তু,দাদা রাজনীতি আর,অস্বচ্ছতার বলি আমরা।.",bowling,negative
Prothom Alo,2018-08-02 00:00:00, সৌম্য বেটার ছিল,batting,positive
Prothom Alo,2018-09-02 00:00:00,"আর ভাল্ লাগে না খেলা দেখতে,পরাজয়ের গ্লানি আর সহ্য করতে পারছি না!",other,negative
Prothom Alo,2018-09-02 00:00:00,মাদারীদেরকে চাঁপা মারতে দাও ভালই পারে।,other,negative
Prothom Alo,2018-10-02 00:00:00,এদের কি বলব ভাষা হারিয়ে ফেলেছি বলার কিছুই নাই,other,negative
BBC Bangla,25/1/2018, বাংলাদেশের খেলা দেখা মনে হয়েছিল এটা কোন উগান্ডায় খেলা হচ্চে কি??,team,negative
Prothom Alo,2018-10-02 00:00:00,ইমরুল আর সাব্বির এই দুইটা নাম শুনলেই মেজাজ টা বিগ্রে যায়।,batting,negative
BBC Bangla,25/1/2018,দায়িত্ব জ্ঞান হীনতার অভাব?,other,negative
Prothom Alo,2018-08-02 00:00:00, আরো আগে রাজ্জাকের প্রত্যাবর্তন করা দরকার ছিল,team,positive
Prothom Alo,2018-10-02 00:00:00,নির্বাচকের কথা শুনলে হাসি পায়।টেস্টকে প্রস্তুতি ম্যাচ হিসাবে বিবেচনা করে।,team management,negative
Prothom Alo,2012-08-04 00:00:00,অনেক দিন পর দেখলাম আফতাব ভাই কে।।,other,negative
Prothom Alo,2018-08-02 00:00:00,মুৃমিনুলের আউট ছিল জগণ্য।,batting,negative
Prothom Alo,2018-10-02 00:00:00,"যতদিকে চোখ মেলে থাকায়,কুকুরের বিষদায়ক কাঁমড়!",other,negative
Prothom Alo,2018-10-02 00:00:00, ইমরুল নাকি বাংলাদেশের টেষ্ট স্পেশালিষ্ট ওপেনার ব্যাটসম্যান??? ,batting,neutral
BBC Bangla,16/1/2018,বাংলাদেশ জিতবে তা ১০০% থাকবে।,team,positive
Prothom Alo,2018-10-02 00:00:00, হলে কি হবে বাংলাদেশের ব্যাটিং তো হারার আভাস দিচ্ছে,other,negative
Prothom Alo,2018-02-08 00:00:00," রোশানের কথাটা ভালো লাগ্লো,,,যুক্তিসংগত কথা",other,negative
Prothom Alo,2018-08-02 00:00:00,নির্বাচকরা এটা কেমন স্কয়ার্ড সাজালো আমি বুঝিনা।,team,negative
Prothom Alo,2018-08-02 00:00:00,মিরপুর উইকেটে বাহাতি সাকিব এর উইকেট বেশি তাই দলে বাহাতি রাজ্জাক,other,positive
Prothom Alo,2018-10-02 00:00:00,ম্যাও সাব্বির গেল কই ধর সালারে,batting,negative
Prothom Alo,2018-08-02 00:00:00, শ্রীলংকা কি আবার আগের ফ্রম ফিরে পাচ্ছে,other,positive
Prothom Alo,2018-07-02 00:00:00,তাকে নিয়মিত দলে রাখলে বাংলাদেশের ক্রিকেট বিশ্ব আসনে মাথা উচু করে দাড়াবে,team,negative
Prothom Alo,2018-04-02 00:00:00,"অভিনন্দন বাংলাদেশ দল কে,সিরিজ উইন এখনো অন রইল",team,positive
Prothom Alo,19/1/2018, ম্যাচ জেতার জন্য যথেষ্ট ভালো স্কোর।,batting,positive
Prothom Alo,2018-12-02 00:00:00,আজকে শাকিব এবং খালেদ আহমেদ সেন্চুরি মারবে!,team management,negative
Prothom Alo,2018-08-02 00:00:00,বাতিল সাব্বির পরের টেস্টেই ফিরলেন।,batting,negative
Prothom Alo,2018-10-02 00:00:00,"সাউথ-আফ্রিকাতে প্রথম ২ টা টেষ্ট ম্যাচে ভারতীয় ব্যাটিং লাইন দেখে আমরা কিন্তু ওদের গালি দেয়নি, কারন সেদিন ভারতীয় ব্যাটসম্যান হারলেও বোলাররা জিতেছিল",batting,neutral
Prothom Alo,2018-10-02 00:00:00,"টেস্টে সাব্বিরের চলেনা, এখানে ব্যাখ্যা দেওয়ার প্রয়োজন নেই।।",team,negative
Prothom Alo,2018-07-02 00:00:00,"এইযে ""প্রথমআলো""-ইন্ডিয়া যে জিতেছে আজ তার খবর লিখতে তোমাদের কি হিংসা হচ্চে?বিরাট কোহেলি ১৬০ করেছে তার খবর লিখতে কস্ট হচ্চে নাকি?",other,negative
Prothom Alo,2018-10-02 00:00:00,ভাইয়া সবকিছুই ঠিকঠাক।একটা কথাই জানতে চাই।হার্দিকের মতো অলরাউন্ডার বাংলাদেশে অহরহ!!!!!!!!!!!!একজনের নাম বলবেন ভ্রাতা!??,other,negative
Prothom Alo,2018-10-02 00:00:00,"বালের ঝড়,,, ট্রাইনেশনে এ ঝড় কি খাদে ছিলো। বালের প্লেয়ার সময় জাগেনা অসময় লাফালাফি। ",other,negative
Prothom Alo,2018-10-02 00:00:00,সত্য মানে ১০০% সত্য।,other,neutral
Prothom Alo,2018-11-02 00:00:00,"নান্নু ভাই, সুজন ভাই এদেরকে বিসিবি থেকে সরিয়ে দেওয়া হোক।",team management,negative
Prothom Alo,2018-07-02 00:00:00," মোসাদ্দেক সানজামুল হটাও,আঃ রাজ্জাক আর সাব্বিরকে দলে ভেড়াও,",team,negative
Prothom Alo,2018-10-02 00:00:00,মাসরাফি আর ভারতীয় লিজেন্ড জহির খাঁন এর উইকেট ইকোনমি+ বেটিং ২ জনের টা দেখুন আসা করি বুঝতে পারবেন মাসরাফি কে কেনো এতো মানুষ ভালোবাসে ,bowling,positive
Prothom Alo,2018-10-02 00:00:00,"!এদের কে নিষিদ্ধ করে দিয়ে ,স্টেডিয়ামে মুলো চাষ বেটার",team,negative
Prothom Alo,2018-02-08 00:00:00,আমাদের ক্রিকেট টিমের আরো বহুগুণ পেশাদারিত্ব প্রয়োজন। ,team,neutral
